idImpianto;Gestore;Bandiera;Tipo Impianto;Nome Impianto;Indirizzo;Comune;Provincia;Latitudine;Longitudine
6142;MARINA DI VERBELLA S.R.L.;Pompe Bianche;Altro;MARINA DI VERBELLA SRL;VIA DELLE FERRIERE 15 21018;SESTO CALENDE;VA;45.7285859250927;8.61472964286804
7313;PAVAN SERGIO;Api-Ip;Altro;Pavan Sergio-Impianto api;CORSO GIACOMO MATTEOTTI 8 21018;SESTO CALENDE;VA;45.7257849383785;8.63481157672118
45457;DE MARCHI STEFANIA;Retitalia;Strada Statale;STEFANIA DE MARCHI;33 del Sempione, Km. 53+132, MILANO 21018;SESTO CALENDE;VA;45.7226357647777;8.66012091534424
38504;CAMPEGGIO LA SFINGE DI FAVARON EDOARDO & C. S.N.C.;Tamoil;Altro;TAMOIL;VIA ANGERA 1 21018;SESTO CALENDE;VA;45.7301922612309;8.61941478888548
45996;MENTASTI SERGIO;Api-Ip;Altro;IP;VIA CARONNO VARESINO 17 21048;SOLBIATE ARNO;VA;45.727061000123;8.817383000123
15594;PAGANI ORNELLA;Tamoil;Altro;tamoil;via per carnago 3;SOLBIATE ARNO;VA;45.7179647972966;8.8214058767212
25837;F.LLI FERRUCCIO SNC DI FERRUCCIO MASSIMILIANO & C.;Total Erg;Altro;Totalerg;Via Caronno Varesino 17 21048;SOLBIATE ARNO;VA;45.7270824174913;8.81737723946571
26290;V3 GARAGE S.A.S. DI VIGANO' PAOLO & C.;Esso;Altro;V3 GARAGE SAS;VIA DEL LAVORO 26 21048;SOLBIATE ARNO;VA;45.7195006032154;8.81140932440758
10096;IP SERVICES S.R.L.;Api-Ip;Altro;SOLBIATE OLONA;Via per Busto   21058;SOLBIATE OLONA;VA;45.6457654111717;8.86509239673615
7605;TOSI ROBERTO;Agip Eni;Strada Statale;ENI;Statale 336 dell'Aeroporto della Malpensa, Km. 8+774, dir. malpensa 21019;SOMMA LOMBARDO;VA;45.6574090214775;8.7041249871254
44186;CEPPI ROBERTO;Agip Eni;Altro;ENI 2890 ;VIA GIUSTI 110 21019;SOMMA LOMBARDO;VA;45.657395001234;8.704129001234
5978;IP SERVICES S.R.L.;Total Erg;Altro;SOMMA LOMBARDO;Via Milano 98 21019;SOMMA LOMBARDO;VA;45.6814719740126;8.71522655092622
13597;SOMMESE CARBURANTE S.R.L.;Sommese Petroli;Altro;SOMMESE CARBURANTE SOMMA;VIA DON SELVA 16 21019;SOMMA LOMBARDO;VA;45.6875312633731;8.72025847434998
27030;BOTTA ROBERTO;Total Erg;Strada Statale;Stazione di servizio TOTALERG di Botta Roberto;Statale 336 dell'Aeroporto della Malpensa, Km. 0+137, dir. Malpensa 21019;SOMMA LOMBARDO;VA;45.6460039249346;8.70390236377716
36366;ROSSETTI NICHOLAS;Total Erg;Altro;TOTAL ERG;VIA PER TORNAVENTO 5 21019;SOMMA LOMBARDO;VA;45.6383592807128;8.70507953052766
20941;BALLERIO ALBERTO;KEROPETROL;Altro;BALLERIO; via trento 57 21040;SUMIRAGO;VA;45.7465106935397;8.79073804662698
40586;LIRA SNC DI CHIESA RAFFAELLA;Api-Ip;Altro;IP;VIA MAZZINI 21 21020;TERNATE;VA;45.7873051872901;8.69925883157396
14690;SEMERARO LIVIANO;Sommese Petroli;Altro;TOTALERG;VIA VOLTA 13 21020;TERNATE;VA;45.7855009075889;8.69852242460638
12937;A & F CASTIGLIONI S.R.L.;Api-Ip;Strada Statale;CAST OIL;Statale 233 Varesina, Km. 26, dir. milano 21049;TRADATE;VA;45.7105396658282;8.90057802200317
43530;ELDAGAS - S.R.L.;Pompe Bianche;Strada Statale;ELDA GAS;Strada Statale, Km. 22, Varese 21049;TRADATE;VA;45.7067877151961;8.88871992300813
40195;PELLEGRINI STEFANO;Agip Eni;Altro;Eni Di Pellegrini Stefano;VIA FIUME LOC.ABBIATE GUAZZONE 66 21049;TRADATE;VA;45.6972287636142;8.92314344644547
36931;CATTANEO ANDREA NICOLA;Retitalia;Strada Statale;Retitalia;Statale 233 Varesina, Km. 35, dir. Varese 24048;TRADATE;VA;45.6994076594623;8.91241863369942
45614;BOSOTTI DANIEL;Retitalia;Strada Statale;retitalia;233 Varesina, Km. 35, varese 21049;TRADATE;VA;45.6993903032401;8.91241790674587
40685;LUCA' S - BAR DI FRUNZO GIANLUCA E C. - S.N.C.;Total Erg;Altro;TOTALERG - LUCA'S BAR;VIA BRUNO PASSERINI 1 21049;TRADATE;VA;45.709685410173;8.9014745503664
5980;IP SERVICES S.R.L.;Total Erg;Altro;TRADATE;Via Monte Grappa 77 21049;TRADATE;VA;45.7246694493941;8.89118718650821
31018;IL DISTRIBUTORE DI TRAVEDONA DI SERRI ALESSANDRO;Total Erg;Altro;Il Distributore di Travedona di Alessandro serri;VIA TRIESTE 213 21028;TRAVEDONA-MONATE;VA;45.8037505323546;8.67631033862301
44438;T.D.M. S.R.L.;Tamoil;Altro;8490;VIA IV NOVEMBRE 10 21040;UBOLDO;VA;45.619769000123;9.0138290000123
19359;CORTI GIANNINO;Total Erg;Altro;Corti Gianni;VIA IV NOVEMBRE 154/A 21040;UBOLDO;VA;45.6137162760742;8.99925332275393
23842;KEROPETROL S.P.A.;KEROPETROL;Altro;KEROPETROL SPA UBOLDO;via 4 novembre  21040;UBOLDO;VA;45.6131758657218;8.97948324680328
37577;"MARREDDU"" DI MARREDDU CARLO;Tamoil;Altro;tamoil;VIA IV NOVEMBRE 10 21040;UBOLDO;VA;45.61976555115466;9.013845390807319
8489;ACHILLE LORENZO;Tamoil;Strada Statale;DISTRIBUTORE CARBURANTI;Statale 233 Varesina, Km. 65+275, dir. VARESE - SVIZZERA 21039;VALGANNA;VA;45.92923134592548;8.82190816104412
37599;BERTONI ILLER LUIGI ANGELO;Pompe Bianche;Altro; COIL VARESE;VIA SILVESTRO SANVITO 83 21100;VARESE;VA;45.82527032692657;8.805946335196495
13356;CAPONIGRO ANTONIO;Sommese Petroli;Altro;avia;VIA JAMORETTI 20 21100;VARESE;VA;45.83347062153794;8.84251276708676
16887;BERG DI AMBROSINI MAURO;Total Erg;Altro;Berg di Ambrosini Mauro;VIALE AGUGGIARI 235 21100;VARESE;VA;45.837950254124365;8.81528304299161
11083;CARBIKE S.A.S. DI MORGANTINI LAURA CARLA & C.;Esso;Altro;CARBIKE ESSO;VIALE LUIGI BORRI 1 21100;VARESE;VA;45.81085547831318;8.835469775463139
11109;DI.ESSE S.N.C. DI MASSIMO & STEFANO ROSELLI;Agip Eni;Altro;DI.ESSE. SNC di MASSIMO & STEFANO ROSELLI - ENI 02838;VIA SANVITO SILVESTRO 84 21100;VARESE;VA;45.82536886434637;8.80745607665176
16030;OFFICINA MECCANICA ""BRANCE' MARIO";Q8;Altro;Distributore Q8 di Brancè Mario;VIALE BELFORTE 102/A 21100;VARESE;VA;45.8167666248607;8.84612783928674
10167;TEODOR GABRIEL;Agip Eni;Altro;eni;via francesco crispi 8 21100;VARESE;VA;45.8237652595206;8.81721803306573
29924;ISELLA DANIELE - RUSSO FRANCESCO & C. SNC;Esso;Altro;Esso;Viale Europa 82 21100;VARESE;VA;45.8045578713405;8.83233841534423
14688;GUIZZARDI DAVIDE;Agip Eni;Altro;guizzardi davide;via ledro 18 21100;VARESE;VA;45.8198379429732;8.83972659675067
13935;TAMBURINI SERGIO;Agip Eni;Altro;Impianto Agip 2839;VIALE LUIGI BORRI 40 21100;VARESE;VA;45.807982087035;8.83694677235258
29781;BRIXIA FINANZIARIA S.R.L.;Esso;Altro;Impianto Esso Varese;Largo IV Novembre 3 21100;VARESE;VA;45.8231115102264;8.83587096071324
4402;IPERPETROLI S.P.A.;Total Erg;Altro;IPERPETROLI S.P.A.;VIA PESCHIERA 112 21100;VARESE;VA;45.8063442137429;8.86453717947006
15477;MARREDDU STEFANO;Total Erg;Altro;marreddu stefano;via lungolago 31 varese  ;VARESE;VA;45.8207984139741;8.74721202736816
42994;AMBROGIO MORO S.P.A.;Moro;Altro;Moro_Varese;VIA DANDOLO 55 21100;VARESE;VA;45.8210322229322;8.83214109748383
8279;PEDETTI GIULIO GUIDO;Agip Eni;Altro;PEDETTI GIULIO GUIDO;VIA LUNGOLAGO  21100;VARESE;VA;45.7989734390624;8.80208529531956
38939;PEDETTI GIULIO GUIDO;Agip Eni;Altro;PEDETTI GIULIO GUIDO;VIA GASPAROTTO 110 21100;VARESE;VA;45.7940207805732;8.83221049999997
34427;ISELLA DANIELE - RUSSO FRANCESCO & C. SNC;Retitalia;Altro;RETITALIA;Viale Europa 86 21100;VARESE;VA;45.8040576744935;8.83262157440186
34223;RO.CA. SNC DI STEFANO ROCCA E MARCO CASSANI;Sommese Petroli;Altro;Sommese Petroli Ro.Ca. SNC;Viale Valganna 43 21100;VARESE;VA;45.8303518932294;8.83463759999995
46047;SHKAJOTI BEJNAZE;Esso;Altro;Stazione Servizio Esso di Bejnaze Shkajoti;Via Sanvito Silvestro  49 21100;VARESE;VA;45.823702000123;8.812816000123
23299;DEKI DI OLMI EMANUELA;Total Erg;Altro;Total erg;STRADA PROVINCIALE 1  21100;VARESE;VA;45.7909787140254;8.80576796829701
29520;ZANOTTI ANGELO S.N.C. DI ZANOTTI MASSIMILIANO & C.;Total Erg;Altro;total erg di zanotti ;VIA SANVITO SILVESTRO 68 21100;VARESE;VA;45.8238961679715;8.81323644180293
29597;PROTEUS SRL;Total Erg;Altro;TOTALERG;LUNGOLAGO CAPOLAGO-S.P. N. 1 45 21100;VARESE;VA;45.7990469291433;8.80152672529221
17219;DIEMME S.N.C. DI MOSELE & C.;Total Erg;Altro;totalerg diemme snc;via dalmazia 26, 21100;VARESE;VA;45.8244030232804;8.84064335396727
44111;EUROPA SERVICE SNC DI OMRAN FADI & C.;Total Erg;Altro;Varese;VIA DALMAZIA 26 21100;VARESE;VA;45.8243842709671;8.8406439650297
30798;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;VARESE - VIALE BORRI 99;VIALE BORRI 99 21100;VARESE;VA;45.8043200269201;8.84055862824175
33180;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;VARESE VIA SANVITO SILVESTRO 38;VIA SANVITO SILVESTRO 38 21100;VARESE;VA;45.8224758892815;8.81772845396722
24047;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;VARESE VIALE AGUGGIARI 175;VIALE AGUGGIARI 175 21100;VARESE;VA;45.8337342415996;8.82003208650815
11919;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;VARESE-VIA SANVITO SILVESTRO 62;VIA SANVITO SILVESTRO 62 21100;VARESE;VA;45.8236112149008;8.81415364418035
17657;M.D. AUTO SNC DI MENEGHELLO DANIELE & C.;Total Erg;Altro;M.D. Auto;via 1 maggio 21;VEDANO OLONA;VA;45.7734501279511;8.88295470838807
8783;COLOMBO OSCAR E C. S.N.C.;Api-Ip;Altro;Colombo Oscar & C. SNC;VIA FRATELLI KENNEDY 104 21040;VENEGONO INFERIORE;VA;45.7409637018353;8.88140626251698
6947;VISCARDI SNC DI CASTIGLIONI GIUSEPPINA E C.;Q8;Altro;Q8 di Viscardi snc;VIA MANZONI 96 21040;VENEGONO INFERIORE;VA;45.7306600623154;8.90105277299881
17147;PERUZZU MARIO;Api-Ip;Altro;IP ;VIA GIULIO CESARE  21040;VENEGONO SUPERIORE;VA;45.745840783802;8.90146113932133
34065;DELMIRO ROCCO;Esso;Strada Statale;ESSO;Statale 33 del Sempione, Km. 48 + 968,5, dir. sud 21029;VERGIATE;VA;45.7067037477158;8.69747042655945
25031;GESTIONI INNOVATIVE ITALIA S.R.L.;Agip Eni;Altro;PV 2900;VIA MILANO 100, 21029;VERGIATE;VA;45.7363668188546;8.67962837219238
33708;G2A SAS DI CHINETTI GIANPAOLO & C.;Sommese Petroli;Altro;Sommese Petroli;VIA LOCATELLI 19 21029;VERGIATE;VA;45.7220491108778;8.69044926745914
33837;STOP GARAGE S.N.C. DI BARETTA LUCIA & C.;Tamoil;Altro;STOP GARAGE ;VIA GIACOMO PUCCINI 23 21029;VERGIATE;VA;45.7267294905223;8.7198426437642
44108;EUROPA SERVICE SNC DI OMRAN FADI & C.;Total Erg;Altro;Vergiate;VIA ROMA 12 21029;VERGIATE;VA;45.7206494904158;8.69365270552248
32830;IP SERVICES S.R.L.;Api-Ip;Altro;VERGIATE - SS 33 SEMPIONE;SS 33 SEMPIONE KM 49,600  21029;VERGIATE;VA;45.7121412035722;8.69470000000001
24702;KEROTRIS - SOCIETA' A RESPONSABILITA' LIMITATA;Kerotris;Altro;Kerotris - Bannio Anzino;Via Monte Rosa  28871;BANNIO ANZINO;VB;45.9898460850014;8.14268897652164
13258;CANTIERE NAUTICO SEMPRINIA S.R.L.;Total Erg;Altro;cantiere semprinia totalerg;VIA NAZIONALE 4 28831;BAVENO;VB;45.9247320809654;8.4880992025137
38726;GALASSO ADRIANO;Agip Eni;Strada Statale;DISTRIBUTORE ENI Galasso Adriano;Statale 33 del Sempione, Km. 89, dir. Baveno 28831;BAVENO;VB;45.9271091846058;8.47368836402893
22089;BELLANI GIORGIO;Agip Eni;Altro;Stazione di servizio Eni Bellani Giorgio;CORSO GARIBALDI 46 28831;BAVENO;VB;45.9109657576006;8.50416845422001
11413;TOTALERG DI ROCCO MASSIMO;Total Erg;Strada Statale;TOTALERG;Statale 33 del Sempione, Km. 90+500, dir. LOC.CANTONACCIO 28831;BAVENO;VB;45.9253263303355;8.46028879284859
9540;GARAGE ALTO VERBANO S.A.S. DI PASSERA ANDREA PIETRO & C.;Total Erg;Strada Statale;TOTALERG;Statale 34 del Lago Maggiore, Km. 34+044, dir. SVIZZERA 28822;CANNOBIO;VB;46.0592173887089;8.69898319244385
22830;ROLANDO BRUNO;Q8;Altro;rolando bruno;VIA SEMPIONE 220 28865;CREVOLADOSSOLA;VB;46.1320324104169;8.29418893252625
41573;TEOLDI MIRKO;Api-Ip;Strada Statale;ip;659 di Valle Antigorio e Val Formazza, Km. 9, baceno 28862;CRODO;VB;46.2130745517903;8.3210988342762
32705;MAIORANO ANTONELLO;Api-Ip;Altro;stazione  I.P.;VIA BAGNI 4 28862;CRODO;VB;46.2130435082673;8.32111044877149
44224;MABI S.A.S. DI MANZINI WANDA & C.;Tamoil;Strada Statale;tamoil;659 di Valle Antigorio e Val Formazza, Km. 11, nord 28862;CRODO;VB;46.206612001234;8.3190470001234
36249;GIORGINI SALVATORE;Tamoil;Strada Statale;Tamoil Italia Spa;Statale 659 di Valle Antigorio e Val Formazza, Km. 6952, dir. Crodo 28862;CRODO;VB;46.206622133523;8.31911469900672
39378;OSSOLA TOP CAR S.A.S. DI PAPA GIANLUCA & C.;Api-Ip;Altro;AREA DI SERVIZIO TOTAL ERG OSSOLA TOP CAR S.A.S.;REGIONE NOSERE 12 28845;DOMODOSSOLA;VB;46.102160373905;8.2966547457554
18351;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;DOMODOSSOLA VIA GENTINETTA 39;VIA GENTINETTA 39 28845;DOMODOSSOLA;VB;46.1076374789956;8.29566287975126
34306;ROSSI CLAUDIO;Agip Eni;Altro;Eni;REGIONE NOSERE 2 28845;DOMODOSSOLA;VB;46.104778091607;8.29718366375425
43763;F.LLI DINI S.N.C. DI EDOARDO E ENNIO DINI;Esso;Altro;Esso;Via Generale dalla Chiesa  1 28845;DOMODOSSOLA;VB;46.116353792935;8.28466152476392
44115;EUROPAM S.P.A.;Europam;Altro;EUROPAM DOMODOSSOLA;via sempione 45 28845;DOMODOSSOLA;VB;46.1265228724838;8.29344995842666
28506;GIERRE SRL;Api-Ip;Altro;IP;BORGATA CASA DELLE RANE 9 28845;DOMODOSSOLA;VB;46.0987811518266;8.29336003270942
28613;GIAMPAOLO ALESSANDRO;Esso;Altro;stazione di servizio ESSO di Giampaolo Alessandro;VIA GENERALE DALLA CHIESA 1 28845;DOMODOSSOLA;VB;46.1162102128458;8.2847091272281
43181;SQUIZZI GIOVANNI JOSE';Total Erg;Altro;Total Erg;VIA DOMODOSSOLA 54 28853;DRUOGNO;VB;46.133330141276;8.42983368220905
39681;PAPA BRUNA PIERA;Pompe Bianche;Strada Statale;La Baita;Statale 659 di Valle Antigorio e Val Formazza, Km. 30, dir. Formazza 28863;FORMAZZA;VB;46.3756878967511;8.42743715012182
15364;FERRI BARBARA;Pompe Bianche;Altro;FERRI BARBARA ;VIA DEL GOLF 32 28836;GIGNESE;VB;45.8654762352887;8.51349212037655
23364;PRIMITIVI FAUSTO;Esso;Altro;stazione esso di primitivi fausto;CORSO MILANO 31 28883;GRAVELLONA TOCE;VB;45.9278466802394;8.43319451838534
37840;STOTO MASSIMILIANO;Total Erg;Strada Statale;TotalErg NI006690 di Stoto Massimiliano;229 del Lago d'Orta, Km. 60+446, Omegna 28883;GRAVELLONA TOCE;VB;45.9262976113431;8.4311780333519
39155;BERNO GIAN LUCA;Kerotris;Strada Statale;kerotis;Statale 549 di Macugnaga, Km. 24700, dir. macugnaga 28876;MACUGNAGA;VB;45.9604340632371;8.01529079675674
8016;ALLESINA CARLO MARIO;Tamoil;Altro;ALLESINA CARLO MARIO;VIA AL PIANO 6 28854;MALESCO;VB;46.1303589574365;8.48675052684291
24666;ERCOLE ROBERTO;Agip Eni;Altro;ENI;STRADA PROVINCIALE 54 KM.4+850  28802;MERGOZZO;VB;45.9636189975129;8.43878209590912
5115;MAZZONETTO MAURIZIO;Api-Ip;Strada Statale;IP GRUPPO API;Statale 33 del Sempione, Km. 94, dir. GRAVELLONA TOCE-ORNAVASSO 28802;MERGOZZO;VB;45.9415203747111;8.4291610121727
22476;DEL BOCA STEFANO;Agip Eni;Strada Statale;eni;Statale 229 del Lago d'Orta, Km. 52, dir. novara 28026;OMEGNA;VB;45.8622458143698;8.41192021349184
36689;PRIMITIVI FAUSTO;Esso;Altro;ESSO di PRIMITIVI FAUSTO;via 4 novembre 50 28887;OMEGNA;VB;45.8861386466122;8.4087561070919
40139;LATTUADA VALENTINA;Api-Ip;Altro;IP;VIA IV NOVEMBRE  130 28887;OMEGNA;VB;45.8907350027448;8.41023318158
43451;PERETTI EUGENIA;Api-Ip;Altro;IP;VIA LEONARDO DA VINCI 10 28887;OMEGNA;VB;45.8747967502072;8.40210691094399
11929;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;OMEGNA FZ. CRUSINALLO-VIA IV NOVEMBRE SS. 229;VIA IV NOVEMBRE SS. 229 FZ. CRUSINALLO S/N 28887;OMEGNA;VB;45.8949850659847;8.41221072883604
6416;SERVIZI & GESTIONI ITALIA srl;Q8;Altro;OMEGNA STRADA RER CRUSINALLO;STRADA RER CRUSINALLO SNC 28887;OMEGNA;VB;45.8833817457176;8.40924170185235
42621;TOP FUEL DI RENNA SIMONE;Agip Eni;Altro;TOP FUEL DI RENNA SIMONE;VIA IV NOVEMBRE  222 28887;OMEGNA;VB;45.8942405358919;8.41210427056967
44552;EUROPAM S.P.A.;Europam;Altro;EUROPAM-ORNAVASSO;VIA A. DI DIO  170 28877;ORNAVASSO;VB;45.9656372875278;8.41800938773156
11932;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;ORNAVASSO-SS 33 KM 96+460;SS 33 KM 96+460 S/N 28877;ORNAVASSO;VB;45.9596606480437;8.42236670436864
34384;BOMA S.N.C. DI MAIONI FABRIZIO E BOLTRIZZI GIOVANNA;Agip Eni;Altro;ENI;VIA ROMA 157 28885;PIEDIMULERA;VB;46.0234946981494;8.27279953412108
37845;GO S.R.L.;GO;Altro;GO PREMENO;PIAZZA BRIGATA CESARE BATTISTI SNC 28818;PREMENO;VB;45.9749148828515;8.59098337590694
35722;COVETTA MASSIMO;Sommese Petroli;Strada Statale;Sommese Petroli ;Statale 337 della Val Vigezzo, Km. 14, dir. svizzera 28857;SANTA MARIA MAGGIORE;VB;46.1337609898629;8.4585964673638
8739;RAMONI IVANA;Agip Eni;Altro;ENI - RAMONI IVANA;VIA SEMPIONE NORD 40 28049;STRESA;VB;45.8893233350955;8.52293196826167
27807;ROSSI ALESSANDRO;Api-Ip;Altro;IP - ROSSI ALESSANDRO;CORSO ITALIA 70 28838;STRESA;VB;45.8831953484041;8.54308668316696
11931;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;TRONTANO-SS 337 KM 1+182;SS 337 KM 1+182 S/N 28859;TRONTANO;VB;46.1129141642318;8.30886368387417
34190;DIS-CAR DI SARRA PAOLO & C. S.N.C.;DIS-CAR;Altro;DIS-CAR VARZO;VIA DOMODOSSOLA 71 28868;VARZO;VB;46.196981348845;8.26880257962341
28548;VAIROLI DANILO;Tamoil;Altro;TAMOIL;VIA SEMPIONE 5 28868;VARZO;VB;46.2066892552617;8.24625366962857
41961;FARELLO SERENO;Tamoil;Strada Statale;tamoil;33 del Sempione, Km. 21, svizzera 28039;VARZO;VB;46.2066893197702;8.24612623513531
9598;2000 S.A.S. DI PELLIZZERI DANIELE & C.;Q8;Altro;2000 SAS;VIA VITTORIO VENETO 133 28922;VERBANIA;VB;45.9305684661244;8.56907915611112
41608;T.D.M. S.R.L.;Tamoil;Altro;8023;VIA 42 MARTIRI 8/B 28924;VERBANIA;VB;45.9410207984812;8.50666646015361
44956;AREA DI SERVIZIO S.N.C. DI COZZI MASSIMO E PETRUCCI MARCO;Agip Eni;Altro;area di servizio s.n.c. di cozzi massimo e petrucci marco;CORSO GOFFREDO MAMELI 215 28921;VERBANIA;VB;45.9376800076665;8.57905626296997
40011;CALABRESE GIOVANNA;Agip Eni;Strada Statale;Calabrese Giovanna ;Statale 33 del Sempione, Km. 5+200, dir. Verbania  28924;VERBANIA;VB;45.9412883449278;8.48677285015583
6378;BETTINELLI CORRADO E MELIS PINUCCIO - S.N.C;Agip Eni;Altro;distributore ENI di Bettinelli e Melis;CORSO EUROPA 48/A 28922;VERBANIA;VB;45.9280136123054;8.55572080171351
9414;PIOGGIA MAURO;Q8;Altro;distributore q8 ;corso europa 74 28922;VERBANIA;VB;45.9274265344619;8.56194376945496
8575;BILARDELLO PAOLO;Agip Eni;Altro;eni 00488;VIA RENCO 71 28059;VERBANIA;VB;45.9504813156139;8.54877412319183
28899;EREDI COZZI LUIGI DI COZZI EMANUELA E MASSIMO S.N.C.;Agip Eni;Altro;Eredi Cozzi;corso mameli 215 28921;VERBANIA;VB;45.9376981734216;8.57904944411075
23366;DISTRIBUTORE ESSO VERBANIA PALLANZA DI MORIGGIA NICOLA;Esso;Altro;ESSO MORIGGIA NICOLA;CORSO EUROPA 32 28922;VERBANIA;VB;45.9275795184808;8.56303811073303
44785;F.LLI DINI S.N.C. DI EDOARDO E ENNIO DINI;Esso;Altro;ESSO VB;CORSO EUROPA 32 28922;VERBANIA;VB;45.9280210853923;8.55574691681147
43949;PALMIGIANO DAVIDE;Api-Ip;Strada Statale;IP PALMIGIANO DAVIDE;34 del Lago Maggiore, Km. 2+234, Gravellona toce 28924;VERBANIA;VB;45.9381603938519;8.45674190674595
18376;RE.GI.SAS DI GIORDANO ROSARIO E C.;Pompe Bianche;Altro;RE.GI. sas;VIA PER SANTINO SNC 28923;VERBANIA;VB;45.9545768264534;8.53965863585472
9394;SACCHI ILARIA;Tamoil;Strada Statale;TAMOIL;Statale 34 del Lago Maggiore, Km. 10+400, dir. Verbania Gravellona 28922;VERBANIA;VB;45.9290032983773;8.55169775263971
36045;MORIERI LUCIANO;Tamoil;Strada Statale;Tamoil Italia S.p.A.;Statale 34 del Lago Maggiore, Km. 7, dir. fondotoce 28924;VERBANIA;VB;45.9410215281263;8.50662589073181
19671;RUBINETTO STEFANO S.N.C. DI RUBINETTO ANGELO;Total Erg;Altro;totalerg;VIA 42 MARTIRI 142 28924;VERBANIA;VB;45.9458994748963;8.49262073636055
